sg_uf,cd_municipio,nm_municipio,jair_bolsonaro_1turno,jair_bolsonaro_2turno,lula_1turno,lula_2turno,queda_lula_percentual,aumento_bolsonaro_percentual,diferenca_lula_votos,diferenca_bolsonaro_votos,sigla_partido_prefeito_2020
RS,86681,DOIS IRMÃOS DAS MISSÕES,678,749,840,835,-0.595238095238093,10.4719764011799,-5,71,MDB
RS,86746,GENTIL,881,996,349,341,-2.29226361031518,13.0533484676504,-8,115,PDT
RS,86800,HULHA NEGRA,1243,1439,2307,2292,-0.650195058517555,15.7683024939662,-15,196,PP
RS,86827,INHACORÁ,708,762,789,775,-1.7743979721166,7.6271186440678,-14,54,PTB
RS,86843,ITAPUCA,806,874,558,553,-0.896057347670254,8.43672456575682,-5,68,DEM
RS,86908,LINDOLFO COLLOR,1915,2156,1629,1613,-0.982197667280538,12.5848563968668,-16,241,PP
RS,86916,HORIZONTINA,7489,8192,3813,3577,-6.18935221610281,9.38710108158634,-236,703,PDT
RS,86940,MANOEL VIANA,1697,1986,2312,2271,-1.77335640138409,17.0300530347672,-41,289,PDT
RS,87025,MATO CASTELHANO,1553,1764,590,552,-6.44067796610169,13.586606567933,-38,211,PP
RS,87068,MINAS DO LEÃO,1950,2319,2573,2557,-0.621842207539836,18.9230769230769,-16,369,PP
RS,87076,ILÓPOLIS,2019,2231,679,659,-2.94550810014728,10.5002476473502,-20,212,MDB
RS,87106,MORMAÇO,1129,1279,917,897,-2.18102508178845,13.2860938883968,-20,150,PP
RS,87157,ITATIBA DO SUL,1021,1186,1803,1683,-6.65557404326124,16.1606268364349,-120,165,PT
RS,87246,NOVA SANTA RITA,7164,8152,6538,6473,-0.994187825022941,13.7911781127862,-65,988,PT
RS,87289,NOVO MACHADO,1544,1693,941,938,-0.318809776833151,9.6502590673575,-3,149,PP
RS,87297,LAJEADO,29372,31987,16705,16271,-2.59802454354984,8.90303690589678,-434,2615,PP
RS,87319,LAVRAS DO SUL,1376,1669,2618,2584,-1.2987012987013,21.2936046511628,-34,293,PDT
RS,87343,PASSO DO SOBRADO,2052,2324,1907,1876,-1.6255899318301,13.2553606237817,-31,272,PP
RS,87408,PINHEIRINHO DO VALE,1416,1569,1439,1421,-1.25086865879083,10.8050847457627,-18,153,MDB
RS,87475,MIRAGUAÍ,1306,1477,2007,1935,-3.58744394618834,13.093415007657,-72,171,PT
RS,87556,NÃO-ME-TOQUE,6727,7522,3489,3315,-4.98710232158212,11.818046677568,-174,795,DEM
RS,87564,SAGRADA FAMÍLIA,706,867,955,937,-1.8848167539267,22.8045325779037,-18,161,PT
RS,87629,SANTA TEREZA,963,1051,390,389,-0.256410256410256,9.13811007268952,-1,88,PTB
RS,87645,SANTO ANTÔNIO DO PALMA,746,872,740,730,-1.35135135135135,16.8900804289544,-10,126,PSB
RS,87726,SÃO JOSÉ DOS AUSENTES,1345,1525,878,832,-5.23917995444191,13.3828996282528,-46,180,PSB
RS,87750,PAIM FILHO,1537,1720,1521,1484,-2.43261012491782,11.9063109954457,-37,183,PT
RS,87777,PALMEIRA DAS MISSÕES,9062,10337,9066,8979,-0.959629384513572,14.0697417788568,-87,1275,PT
RS,87793,PALMITINHO,1883,2215,2701,2692,-0.333209922251021,17.6314391927775,-9,332,PDT
RS,87866,SÃO VALÉRIO DO SUL,613,684,1068,1049,-1.77902621722846,11.5823817292007,-19,71,PP
RS,87890,PEJUÇARA,1412,1567,1008,983,-2.48015873015873,10.9773371104816,-25,155,MDB
RS,87947,SINIMBU,2579,3072,2761,2649,-4.05650126765664,19.115936409461,-112,493,DEM
RS,87963,TIRADENTES DO SUL,1446,1604,1941,1934,-0.360638845955696,10.926694329184,-7,158,PSDB
RS,87971,PLANALTO,3066,3448,2806,2779,-0.962223806129725,12.4592302674494,-27,382,MDB
RS,87980,TRAVESSEIRO,836,952,706,701,-0.708215297450421,13.8755980861244,-5,116,MDB
RS,88005,TRÊS FORQUILHAS,1046,1250,1073,1069,-0.372786579683126,19.5028680688337,-4,204,PP
RS,88056,PORTO XAVIER,2969,3319,3051,3010,-1.343821697804,11.7884809700236,-41,350,REPUBLICANOS
RS,88064,VALE DO SOL,3047,3683,3186,3091,-2.98179535467671,20.8729898260584,-95,636,PP
RS,88110,REDENTORA,1614,1848,3128,3061,-2.14194373401535,14.4981412639405,-67,234,MDB
RS,88218,RODEIO BONITO,1958,2251,2053,1977,-3.70189965903556,14.9642492339122,-76,293,PTB
RS,88234,ROLANTE,7558,8717,4721,4709,-0.254183435712774,15.3347446414395,-12,1159,PP
RS,88250,RONDA ALTA,2626,2890,3246,3244,-0.0616142945163323,10.0533130236101,-2,264,PDT
RS,88269,CHUVISCA,2059,2356,1191,1155,-3.02267002518891,14.4244779018941,-36,297,PSB
RS,88285,ESPERANÇA DO SUL,953,1077,1411,1340,-5.03189227498229,13.0115424973767,-71,124,MDB
RS,88293,ROQUE GONZALES,2027,2348,2148,2119,-1.35009310986964,15.836211149482,-29,321,PP
RS,88323,HERVEIRAS,674,764,1303,1298,-0.383729854182657,13.353115727003,-5,90,PTB
RS,88358,SANANDUVA,6807,7685,3341,3273,-2.03531876683628,12.8984868517702,-68,878,PP
RS,88366,FAZENDA VILANOVA,1406,1593,1153,1132,-1.8213356461405,13.3001422475107,-21,187,PDT
RS,88374,SANTA BÁRBARA DO SUL,3088,3543,2136,2086,-2.34082397003745,14.7344559585492,-50,455,
RS,88420,BENJAMIN CONSTANT DO SUL,582,646,1021,1010,-1.07737512242899,10.9965635738832,-11,64,CIDADANIA
RS,88447,MAÇAMBARÁ,1321,1535,1420,1404,-1.12676056338028,16.1998485995458,-16,214,PSDB
RS,88471,SANTA ROSA,28139,30871,15136,14897,-1.57901691331924,9.70894488077045,-239,2732,PP
RS,88480,UNISTALDA,956,1102,972,923,-5.04115226337448,15.2719665271966,-49,146,PP
RS,88544,MUITOS CAPÕES,1332,1462,647,641,-0.927357032457499,9.75975975975976,-6,130,DEM
RS,88595,SANTO AUGUSTO,4160,4761,4228,4222,-0.141911069063383,14.4471153846154,-6,601,DEM
RS,88625,BARRA DO QUARAÍ,871,1000,1299,1220,-6.08160123171671,14.8105625717566,-79,129,PDT
RS,88684,NOVO CABRAIS,1565,1741,1214,1197,-1.4003294892916,11.2460063897764,-17,176,PT
RS,88722,TABAÍ,1582,1758,1424,1372,-3.65168539325843,11.1251580278129,-52,176,DEM
RS,88811,SÃO LUIZ GONZAGA,8397,9966,9815,9629,-1.8950585838003,18.6852447302608,-186,1569,PP
RS,88820,MARQUES DE SOUZA,1660,1825,988,978,-1.01214574898786,9.93975903614457,-10,165,PP
RS,88846,CHUÍ,920,1068,1989,1973,-0.804424333836096,16.0869565217391,-16,148,DEM
RS,88862,ARARICÁ,2732,3117,1615,1558,-3.52941176470588,14.0922401171303,-57,385,PSL
RS,88870,SÃO NICOLAU,1112,1298,1884,1870,-0.743099787685775,16.726618705036,-14,186,PP
RS,88889,PASSA SETE,1286,1507,1524,1523,-0.0656167979002587,17.1850699844479,-1,221,PTB
RS,88994,SAPIRANGA,28177,31721,18216,18034,-0.999121651295565,12.5776342406928,-182,3544,PP
RS,89060,BOA VISTA DO INCRA,976,1083,756,718,-5.02645502645502,10.9631147540984,-38,107,PP
RS,89117,SERTÃO,2442,2730,1428,1393,-2.45098039215687,11.7936117936118,-35,288,MDB
RS,89176,SOBRADINHO,4269,4985,3718,3717,-0.0268961807423307,16.7720777699695,-1,716,MDB
RS,89192,SOLEDADE,7667,9030,8637,8329,-3.56605302767165,17.7774879353072,-308,1363,MDB
RS,89214,TAPEJARA,9687,11109,3259,3239,-0.61368517950291,14.6794673273459,-20,1422,PP
RS,89230,TAPERA,3382,3842,2783,2772,-0.395256916996045,13.6014192785334,-11,460,MDB
RS,89265,JACUIZINHO,636,729,912,898,-1.53508771929824,14.622641509434,-14,93,PP
RS,89281,LAGOA BONITA DO SUL,760,894,996,985,-1.10441767068273,17.6315789473684,-11,134,PP
RS,89290,TAQUARI,7731,8695,6903,6763,-2.02810372301898,12.4692795239943,-140,964,PDT
RS,89311,TENENTE PORTELA,3373,3836,4483,4430,-1.1822440330136,13.7266528313075,-53,463,PSDB
RS,89389,QUATRO IRMÃOS,775,857,523,514,-1.7208413001912,10.5806451612903,-9,82,PP
RS,89397,TRÊS DE MAIO,8922,9889,4997,4957,-0.8004802881729,10.8383770455055,-40,967,PP
RS,89451,TUCUNDUVA,2469,2701,1242,1240,-0.161030595813205,9.39651680842446,-2,232,PDT
RS,89478,TUPANCIRETÃ,5620,6510,6218,6107,-1.78513991637183,15.8362989323843,-111,890,PP
RS,89559,VENÂNCIO AIRES,23960,27288,15558,15514,-0.28281270086129,13.889816360601,-44,3328,PDT
RS,89567,PEDRAS ALTAS,418,508,1006,997,-0.894632206759438,21.5311004784689,-9,90,PP
RS,89575,VERA CRUZ,7830,9009,6996,6896,-1.42938822184105,15.0574712643678,-100,1179,PSB
RS,89656,VICENTE DUTRA,1559,1767,1323,1279,-3.32577475434618,13.3418858242463,-44,208,MDB
RS,89699,VICTOR GRAEFF,1226,1383,696,693,-0.431034482758619,12.8058727569331,-3,157,MDB
RS,89753,SALTO DO JACUÍ,2590,2926,3292,3290,-0.0607533414337835,12.972972972973,-2,336,PP
RS,98213,TEUTÔNIA,11289,12726,7230,7126,-1.43845089903181,12.7292054212065,-104,1437,PDT
RS,98256,PAROBÉ,17795,20009,11353,11312,-0.361138025191576,12.4416971059286,-41,2214,PDT
RS,98299,JÓIA,2027,2321,2857,2807,-1.75008750437522,14.5041933892452,-50,294,PP
SC,80063,APIÚNA,4401,4886,1705,1701,-0.234604105571845,11.0202226766644,-4,485,PL
SC,80128,VITOR MEIRELES,2246,2525,1108,1090,-1.62454873646209,12.4220837043633,-18,279,PP
SC,80292,ARMAZÉM,3787,4165,1408,1406,-0.142045454545459,9.98151571164509,-2,378,PSD
SC,80462,VARGEM,847,1054,975,970,-0.512820512820511,24.4391971664699,-5,207,PL
SC,80608,RIO RUFINO,1015,1174,698,696,-0.286532951289398,15.6650246305419,-2,159,PSD
SC,80667,CALMON,681,792,1567,1518,-3.12699425654116,16.2995594713656,-49,111,PP
SC,80764,NOVO HORIZONTE,1088,1221,910,895,-1.64835164835165,12.2242647058824,-15,133,PSDB
SC,80845,OURO VERDE,933,1048,604,601,-0.496688741721851,12.3258306538049,-3,115,PL
SC,80900,MACIEIRA,667,757,694,682,-1.72910662824207,13.4932533733134,-12,90,MDB
SC,80918,CUNHA PORÃ,5617,6192,1212,1208,-0.330033003300334,10.2367811999288,-4,575,PSDB
SC,80942,SÃO CRISTÓVÃO DO SUL,1360,1507,1139,1082,-5.00438981562774,10.8088235294118,-57,147,PSDB
SC,81000,SANGÃO,5036,5565,1418,1404,-0.987306064880111,10.5043685464655,-14,529,PP
SC,81043,CORDILHEIRA ALTA,1972,2232,1185,1166,-1.60337552742617,13.184584178499,-19,260,PSD
SC,81108,CORONEL MARTINS,793,885,774,771,-0.387596899224807,11.6015132408575,-3,92,PSD
SC,81191,GRÃO-PARÁ,3267,3740,1045,1028,-1.62679425837321,14.4781144781145,-17,473,PP
SC,81337,IBICARÉ,1637,1802,650,649,-0.153846153846149,10.0794135613928,-1,165,MDB
SC,81914,LEBON RÉGIS,2543,3030,3671,3624,-1.28030509397984,19.1506095163193,-47,487,PDT
SC,82066,MAREMA,1034,1131,600,586,-2.33333333333333,9.38104448742747,-14,97,PP
SC,82090,MATOS COSTA,756,838,982,959,-2.34215885947047,10.8465608465608,-23,82,PDT
SC,82155,MONDAÍ,3188,3807,2436,2420,-0.656814449917897,19.4165621079046,-16,619,PP
SC,82830,RIO DAS ANTAS,2633,2925,1228,1221,-0.570032573289903,11.0900113938473,-7,292,MDB
SC,83054,SANTA CECÍLIA,4707,5514,3929,3865,-1.62891320946805,17.144678138942,-64,807,MDB
SC,83437,SCHROEDER,7873,8845,2606,2596,-0.383729854182657,12.3459926330497,-10,972,MDB
SE,31011,AMPARO DE SÃO FRANCISCO,547,559,1472,1445,-1.83423913043478,2.19378427787935,-27,12,PSC
SE,31135,BREJO GRANDE,1061,1070,4197,4077,-2.85918513223731,0.848256361922717,-120,9,PSD
SE,31534,ILHA DAS FLORES,1060,1111,4168,3910,-6.19001919385797,4.81132075471698,-258,51,PSC
SE,31674,JAPOATÃ,1840,1949,6362,6340,-0.345803206538819,5.92391304347826,-22,109,PL
SE,31755,MALHADA DOS BOIS,580,676,2300,2269,-1.34782608695653,16.551724137931,-31,96,PSD
SE,31852,MURIBECA,1371,1448,3936,3899,-0.940040650406504,5.61633843909555,-37,77,PL
SE,31879,NEÓPOLIS,2381,2471,7538,7507,-0.411249668347047,3.77992440151198,-31,90,PL
SE,32298,SANTA ROSA DE LIMA,765,840,2320,2310,-0.431034482758619,9.80392156862746,-10,75,PSD
SP,61344,CANITAR,1408,1578,1448,1387,-4.21270718232044,12.0738636363636,-61,170,CIDADANIA
SP,61930,BALBINOS,584,639,452,442,-2.21238938053098,9.41780821917808,-10,55,PSDB
SP,63592,COSMORAMA,3077,3443,2066,2060,-0.290416263310744,11.8947026324342,-6,366,PP
SP,64173,FLORA RICA,509,576,563,555,-1.42095914742452,13.1630648330059,-8,67,PTB
SP,64238,FLORÍNEA,905,1002,1021,1016,-0.489715964740456,10.7182320441989,-5,97,PSDB
SP,66516,LUCIANÓPOLIS,767,817,780,777,-0.384615384615383,6.51890482398958,-3,50,PSDB
SP,67679,NOVA LUZITÂNIA,872,1005,1092,1065,-2.47252747252748,15.2522935779817,-27,133,PTB
SP,67830,ORIENTE,2201,2503,1466,1456,-0.682128240109137,13.721035892776,-10,302,PDT
SP,69370,QUEIROZ,1185,1292,1042,1037,-0.479846449136279,9.0295358649789,-5,107,PSD
SP,71250,SARUTAIÁ,923,1030,1307,1306,-0.0765110941086444,11.5926327193933,-1,107,PTB
SP,72150,UNIÃO PAULISTA,623,679,512,503,-1.7578125,8.98876404494382,-9,56,PV
TO,73008,ABREULÂNDIA,736,749,1052,1032,-1.90114068441065,1.7663043478261,-20,13,PT
TO,73016,PIRAQUÊ,617,653,1006,974,-3.18091451292246,5.83468395461912,-32,36,PV
TO,73024,RIACHINHO,987,1010,1744,1674,-4.01376146788991,2.33029381965553,-70,23,SOLIDARIEDADE
TO,73032,DARCINÓPOLIS,1068,1130,1988,1960,-1.40845070422535,5.80524344569289,-28,62,MDB
TO,73040,PALMEIRAS DO TOCANTINS,1105,1156,1966,1920,-2.33977619532044,4.61538461538462,-46,51,MDB
TO,73067,CACHOEIRINHA,453,460,877,849,-3.19270239452679,1.54525386313467,-28,7,DEM
TO,73075,ANGICO,753,785,1158,1124,-2.93609671848014,4.24966799468791,-34,32,PP
TO,73083,PALMEIRANTE,889,945,1968,1902,-3.35365853658537,6.29921259842521,-66,56,PTB
TO,73091,CAMPOS LINDOS,1489,1739,3210,3001,-6.51090342679128,16.7897918065816,-209,250,SOLIDARIEDADE
TO,73113,LAGOA DO TOCANTINS,707,749,1567,1537,-1.91448627951499,5.94059405940595,-30,42,PSD
TO,73121,BOM JESUS DO TOCANTINS,1059,1137,1409,1393,-1.13555713271823,7.36543909348442,-16,78,DEM
TO,73130,SANTA MARIA DO TOCANTINS,789,838,1101,1035,-5.99455040871935,6.2103929024081,-66,49,DEM
TO,73156,SANDOLÂNDIA,1244,1322,1258,1222,-2.86168521462639,6.2700964630225,-36,78,PSC
TO,73180,SÃO MIGUEL DO TOCANTINS,2091,2227,4089,4074,-0.366837857666913,6.5040650406504,-15,136,SOLIDARIEDADE
TO,73199,TABOCÃO,964,1066,1270,1258,-0.944881889763782,10.5809128630705,-12,102,PSD
TO,73229,RECURSOLÂNDIA,550,587,1615,1577,-2.35294117647059,6.72727272727274,-38,37,MDB
TO,73237,TUPIRATINS,405,423,898,891,-0.779510022271712,4.44444444444445,-7,18,DEM
TO,73245,BRASILÂNDIA DO TOCANTINS,558,602,851,793,-6.81551116333725,7.88530465949822,-58,44,PSC
TO,73253,JUARINA,663,703,936,877,-6.3034188034188,6.03318250377074,-59,40,PTB
TO,73261,PAU D ARCO,1124,1186,1420,1307,-7.95774647887324,5.51601423487544,-113,62,PP
TO,73288,SÃO BENTO DO TOCANTINS,949,975,2411,2317,-3.89879717959353,2.73972602739727,-94,26,PSD
TO,73296,ESPERANTINA,1192,1257,3242,3212,-0.925354719309068,5.45302013422819,-30,65,PP
TO,73300,CARIRI DO TOCANTINS,1219,1338,1413,1360,-3.75088464260439,9.76210008203446,-53,119,DEM
TO,73334,ARAGOMINAS,1190,1277,2201,2120,-3.68014538845979,7.3109243697479,-81,87,SOLIDARIEDADE
TO,73342,MURICILÂNDIA,701,752,1363,1295,-4.98899486426999,7.2753209700428,-68,51,PL
TO,73350,SANTA FÉ DO ARAGUAIA,1580,1689,2308,2264,-1.90641247833622,6.89873417721518,-44,109,SOLIDARIEDADE
TO,73369,JAÚ DO TOCANTINS,881,968,1211,1143,-5.61519405450042,9.87514188422247,-68,87,PSD
TO,73377,SUCUPIRA,548,612,694,661,-4.7550432276657,11.6788321167883,-33,64,PSD
TO,73385,LAGOA DA CONFUSÃO,3071,3308,3345,3267,-2.33183856502243,7.71735591012699,-78,237,DEM
TO,73393,SÃO SALVADOR DO TOCANTINS,436,484,1174,1120,-4.59965928449745,11.0091743119266,-54,48,PT
TO,73407,LAJEADO,1082,1165,1313,1258,-4.18888042650419,7.67097966728281,-55,83,MDB
TO,73415,RIO DOS BOIS,655,699,1220,1198,-1.80327868852459,6.71755725190839,-22,44,DEM
TO,73431,RIO DA CONCEIÇÃO,443,459,1000,965,-3.5,3.61173814898419,-35,16,PT
TO,73458,TUPIRAMA,517,568,881,815,-7.49148694665154,9.86460348162477,-66,51,MDB
TO,73466,OLIVEIRA DE FÁTIMA,454,499,685,652,-4.81751824817518,9.91189427312775,-33,45,SOLIDARIEDADE
TO,73474,CHAPADA DE AREIA,817,849,881,812,-7.83200908059024,3.91676866585067,-69,32,MDB
TO,73482,CHAPADA DA NATIVIDADE,448,489,1581,1570,-0.695762175838077,9.15178571428572,-11,41,PTB
TO,73504,TALISMÃ,809,872,1045,982,-6.02870813397129,7.78739184177997,-63,63,DEM
TO,73512,AGUIARNÓPOLIS,966,1039,1862,1860,-0.10741138560687,7.55693581780539,-2,73,MDB
TO,73539,SANTA TEREZINHA DO TOCANTINS,514,558,1040,1020,-1.92307692307693,8.56031128404668,-20,44,CIDADANIA
TO,73547,SANTA RITA DO TOCANTINS,711,741,831,774,-6.85920577617328,4.21940928270042,-57,30,DEM
TO,73555,CRIXÁS DO TOCANTINS,533,601,709,670,-5.50070521861778,12.7579737335835,-39,68,SOLIDARIEDADE
TO,73563,MONTE SANTO DO TOCANTINS,978,1055,824,801,-2.79126213592233,7.87321063394684,-23,77,PSL
TO,73571,PUGMIL,783,834,741,737,-0.539811066126861,6.51340996168583,-4,51,DEM
TO,73580,BANDEIRANTES DO TOCANTINS,1055,1101,1044,985,-5.65134099616859,4.36018957345972,-59,46,PP
TO,73598,IPUEIRAS,344,353,1023,950,-7.13587487781037,2.61627906976745,-73,9,DEM
TO,73601,LAVANDEIRA,441,459,869,833,-4.14269275028769,4.08163265306123,-36,18,PSD
TO,73610,BARRA DO OURO,864,951,1812,1710,-5.62913907284768,10.0694444444444,-102,87,PV
TO,92002,BERNARDO SAYÃO,1295,1401,1278,1227,-3.9906103286385,8.18532818532818,-51,106,CIDADANIA
TO,92070,ALMAS,1108,1248,2546,2534,-0.471327572663005,12.6353790613718,-12,140,MDB
TO,92088,CASEARA,1054,1140,1815,1757,-3.19559228650138,8.15939278937381,-58,86,DEM
TO,92134,ALVORADA,2772,2965,2491,2438,-2.12765957446809,6.96248196248197,-53,193,DEM
TO,92193,ANANÁS,1977,2145,3332,3224,-3.24129651860744,8.49772382397571,-108,168,PSD
TO,92240,GOIANORTE,1486,1589,1903,1748,-8.14503415659486,6.9313593539704,-155,103,SOLIDARIEDADE
TO,92304,MARIANÓPOLIS DO TOCANTINS,1067,1209,1444,1414,-2.07756232686981,13.3083411433927,-30,142,DEM
TO,92371,ARAGUACEMA,1149,1359,2250,2130,-5.33333333333333,18.2767624020888,-120,210,MDB
TO,92398,ARAGUAÇU,3183,3441,1450,1446,-0.275862068965516,8.10556079170595,-4,258,AVANTE
TO,92401,NOVA ROSALÂNDIA,1031,1174,1014,952,-6.11439842209073,13.8700290979631,-62,143,PSC
TO,92452,ARAPOEMA,1407,1503,1980,1955,-1.26262626262627,6.8230277185501,-25,96,PV
TO,92487,PEQUIZEIRO,1317,1397,1920,1851,-3.59375,6.07441154138193,-69,80,PSD
TO,92509,PORTO ALEGRE DO TOCANTINS,431,483,1162,1150,-1.03270223752151,12.0649651972158,-12,52,PL
TO,92533,AURORA DO TOCANTINS,729,773,1482,1439,-2.90148448043185,6.03566529492456,-43,44,PV
TO,92541,SAMPAIO,754,788,1866,1833,-1.76848874598071,4.50928381962865,-33,34,SOLIDARIEDADE
TO,92576,AXIXÁ DO TOCANTINS,2546,2712,4084,4035,-1.1998041136141,6.52003142183817,-49,166,PTB
TO,92584,SANTA ROSA DO TOCANTINS,881,924,2284,2150,-5.86690017513135,4.88081725312146,-134,43,SOLIDARIEDADE
TO,92592,BABAÇULÂNDIA,1461,1600,3419,3404,-0.438724773325538,9.51403148528405,-15,139,PSB
TO,92681,SÃO VALÉRIO,699,751,2025,2013,-0.592592592592589,7.43919885550788,-12,52,PSD
TO,93211,COUTO MAGALHÃES,1140,1235,2092,2054,-1.81644359464627,8.33333333333333,-38,95,DEM
TO,93238,CRISTALÂNDIA,1724,1865,2295,2213,-3.57298474945533,8.17865429234339,-82,141,PP
TO,93556,FILADÉLFIA,1621,1732,2958,2909,-1.65652467883706,6.84762492288711,-49,111,REPUBLICANOS
TO,93653,FORMOSO DO ARAGUAIA,5361,5747,4787,4698,-1.85920200543138,7.2001492258907,-89,386,PTB
TO,94056,ITACAJÁ,1367,1503,2666,2655,-0.412603150787694,9.94879297732261,-11,136,PSC
TO,94170,ITAPORÃ DO TOCANTINS,786,816,1076,979,-9.01486988847584,3.81679389312977,-97,30,DEM
TO,94692,MONTE DO CARMO,1128,1287,2206,2193,-0.589301903898454,14.0957446808511,-13,159,DEM
TO,94811,NATIVIDADE,1731,1865,2943,2928,-0.509683995922527,7.74119006354708,-15,134,PP
TO,94838,NAZARÉ,775,827,2271,2248,-1.01276970497578,6.70967741935484,-23,52,PTB
TO,94994,NOVO ACORDO,1176,1222,1670,1626,-2.63473053892216,3.91156462585034,-44,46,DEM
TO,95273,PEIXE,1635,1764,3477,3454,-0.661489790048897,7.88990825688074,-23,129,MDB
TO,95290,COLMÉIA,2823,2992,1937,1878,-3.04594734124936,5.98653914275593,-59,169,PL
TO,95338,GOIATINS,1540,1715,4447,4392,-1.23678884641332,11.3636363636364,-55,175,AVANTE
TO,95370,PINDORAMA DO TOCANTINS,1012,1074,1659,1633,-1.56720916214587,6.12648221343874,-26,62,PL
TO,95478,PIUM,2064,2157,2236,2093,-6.3953488372093,4.50581395348837,-143,93,PSDB
TO,95532,PONTE ALTA DO TOCANTINS,1786,1916,2104,2091,-0.617870722433456,7.27883538633818,-13,130,PSD
TO,96032,SÃO SEBASTIÃO DO TOCANTINS,626,673,1799,1768,-1.72317954419122,7.50798722044728,-31,47,MDB
TO,96199,TOCANTÍNIA,1035,1109,2854,2845,-0.315346881569722,7.14975845410628,-9,74,SOLIDARIEDADE
TO,96598,SILVANÓPOLIS,1209,1372,2148,2049,-4.60893854748603,13.4822167080232,-99,163,PSD
TO,96652,WANDERLÂNDIA,1883,2055,3178,3129,-1.54185022026432,9.1343600637281,-49,172,PSC
TO,96792,RIO SONO,1342,1345,1870,1828,-2.24598930481283,0.223546944858422,-42,3,DEM
TO,96830,FÁTIMA,1246,1288,1228,1185,-3.50162866449512,3.37078651685394,-43,42,PTB
TO,96954,ALIANÇA DO TOCANTINS,1322,1446,1735,1685,-2.88184438040345,9.37972768532527,-50,124,PTB
TO,96970,APARECIDA DO RIO NEGRO,1293,1437,1780,1775,-0.28089887640449,11.1368909512761,-5,144,MDB
TO,96997,BARROLÂNDIA,1537,1737,1844,1830,-0.759219088937091,13.0123617436565,-14,200,DEM
ZZ,29360,BEIRUTE,947,1099,1601,1591,-0.624609618988137,16.0506863780359,-10,152,
ZZ,29394,BISSAU,21,25,23,20,-13.0434782608696,19.0476190476191,-3,4,
ZZ,29459,BUDAPESTE,72,83,491,481,-2.03665987780041,15.2777777777778,-10,11,
ZZ,29467,BUENOS AIRES,1910,2240,4406,4373,-0.748978665456201,17.2774869109948,-33,330,
ZZ,29556,CIUDAD DEL ESTE,2561,2719,240,238,-0.83333333333333,6.16946505271379,-2,158,
ZZ,29840,JACARTA,30,32,16,15,-6.25,6.66666666666667,-1,2,
ZZ,30210,NOVA DELHI,12,14,27,23,-14.8148148148148,16.6666666666667,-4,2,
ZZ,30317,PEQUIM,19,23,48,47,-2.08333333333334,21.0526315789474,-1,4,
ZZ,30414,RAMALLAH,52,61,592,584,-1.35135135135135,17.3076923076923,-8,9,
ZZ,30538,SEUL,53,70,130,126,-3.07692307692308,32.0754716981132,-4,17,
ZZ,30740,VARSÓVIA,55,68,213,212,-0.469483568075113,23.6363636363636,-1,13,
